set_num,Retail,Value,Growth,Annual growth,Available at,Not yet
10738-1,C$17.99,C$37.92,87.4%,18.8%,,
10739-1,C$24.99,C$29.62,9.8%,3.5%,,
10740-1,C$24.99,C$39.35,45.8%,12.7%,,
10742-1,C$24.99,C$31.81,17.9%,7.1%,,
10743-1,C$29.99,C$67.49,150.1%,22.4%,,
10744-1,C$44.99,C$105.76,123.9%,28.6%,,
10745-1,C$64.99,C$106.91,58.4%,15.3%,,
10746-1,C$24.99,C$53.37,97.7%,17.9%,,
10747-1,C$39.99,C$51.26,26.6%,6.9%,,
10748-1,C$12.99,C$20.93,55.2%,16.6%,,
10749-1,C$24.99,C$30.93,14.6%,5.1%,,
10750-1,C$12.99,C$27.99,107.5%,24.9%,,
1075-1,C$18.63,,,,,
10751-1,C$24.99,C$29.69,10.0%,4.9%,,
10753-1,C$29.99,C$41.26,22.3%,25.4%,,
10754-1,C$24.99,C$39.95,48.0%,17.6%,,
10755-1,C$24.99,C$32.67,21.1%,8.4%,,
10756-1,C$24.99,C$29.58,9.6%,10.1%,,
10757-1,C$29.99,C$47.25,40.1%,17.0%,,
10758-1,C$59.99,C$99.08,46.8%,23.4%,,
10759-1,C$24.99,C$33.72,25.0%,6.5%,,
10760-1,C$29.99,C$41.43,22.8%,6.1%,,
1076-1,C$26.99,C$60.75,125.1%,7.7%,,
10761-1,C$39.99,C$65.00,60.6%,15.0%,,
10762-1,C$18.99,C$32.62,61.2%,18.9%,,
10763-1,C$44.99,C$57.89,22.5%,6.5%,,
10764-1,C$64.99,C$67.45,,,,
10765-1,C$18.99,C$31.20,54.2%,15.4%,,
10766-1,C$13.99,,,,retail,
10767-1,C$24.99,~C$26.99,,,,
10768-1,C$34.99,,,,retail,
10769-1,C$49.99,~C$47.24,,,,
10770-1,C$69.99,,,,retail,
1077-1,,C$167.67,,,,
10771-1,C$24.99,,,,retail,
1079-1,,,,,,
10801-1,C$12.99,C$94.04,597.3%,34.4%,,
10802-1,C$24.99,C$67.49,150.1%,18.3%,,
10803-1,C$39.99,C$164.36,306.0%,36.4%,,
10804-1,C$64.99,C$107.64,59.5%,13.1%,,
10805-1,C$129.99,C$189.38,40.3%,12.0%,,
10806-1,C$17.99,C$156.47,673.2%,29.4%,,
10807-1,C$24.99,C$110.52,309.6%,25.4%,,
10808-1,C$12.99,C$34.64,156.9%,21.8%,,
10809-1,C$17.99,C$23.76,17.4%,7.5%,,
108-1,,C$104.83,,,,
10810-1,C$29.99,C$162.89,302.3%,33.4%,,
10811-1,C$17.99,C$110.78,447.4%,34.4%,,
10812-1,C$24.99,~C$26.99,,,,
10813-1,C$59.99,C$98.19,45.5%,20.7%,,
10814-1,C$24.99,C$175.49,550.3%,37.4%,,
10815-1,C$12.99,C$75.07,456.7%,38.4%,,
10816-1,C$24.99,C$59.74,121.4%,25.4%,,
10817-1,C$39.99,C$75.17,85.7%,15.0%,,
10818-1,C$19.99,C$107.99,300.2%,31.4%,,
10819-1,C$19.99,C$40.45,49.9%,7.5%,,
10820-1,C$74.99,C$101.37,25.2%,7.5%,,
10822-1,C$39.99,C$91.80,126.7%,18.8%,,
10823-1,C$29.99,C$62.17,53.6%,20.3%,,
10824-1,C$24.99,C$33.89,25.6%,4.6%,,
10825-1,C$29.99,C$94.49,180.1%,17.7%,,
10826-1,C$44.99,C$56.28,19.1%,3.3%,,
10827-1,C$44.99,C$101.25,114.3%,21.0%,,
10828-1,C$29.99,C$189.70,462.3%,38.4%,,
10829-1,C$24.99,C$32.87,21.8%,4.9%,,
10830-1,C$24.99,C$77.14,185.8%,23.7%,,
1083-1,,,,,,
10831-1,C$12.99,C$170.63,1165.2%,31.4%,,
10832-1,C$17.99,C$26.99,33.4%,11.4%,,
10833-1,C$19.99,C$77.36,186.6%,32.4%,,
10834-1,C$29.99,C$53.42,31.9%,13.5%,,
10835-1,C$44.99,C$67.49,25.0%,26.1%,,
10836-1,C$74.99,C$105.92,30.8%,15.4%,,
10837-1,C$29.99,C$87.70,62.4%,16.7%,,
10838-1,C$12.99,C$44.59,230.6%,32.4%,,
10839-1,C$24.99,C$44.47,9.8%,7.0%,,
10840-1,C$99.99,C$174.64,7.8%,2.5%,,
10841-1,C$44.99,C$175.49,85.7%,19.1%,,
10842-1,C$59.99,C$203.15,201.0%,25.6%,,
10843-1,C$17.99,C$55.85,176.0%,32.4%,,
10844-1,C$44.99,C$189.38,250.8%,32.4%,,
10845-1,C$24.99,C$40.68,20.6%,5.2%,,
10846-1,C$44.99,C$162.18,200.4%,32.4%,,
10847-1,C$24.99,,,,retail,
10848-1,C$53.99,C$53.20,,,,
10849-1,C$4.99,C$11.12,65.1%,14.4%,,
10850-1,C$4.99,C$8.10,20.2%,6.1%,,
10851-1,C$4.99,C$31.25,363.9%,32.4%,,
10852-1,C$4.99,C$7.97,18.2%,4.8%,,
10853-1,C$53.99,C$154.17,185.6%,25.5%,,
10854-1,C$69.99,C$74.24,,,,
10855-1,C$39.99,C$140.97,198.4%,25.8%,,
10856-1,C$24.99,C$51.57,91.1%,21.6%,,
10857-1,C$29.99,C$66.78,65.0%,28.7%,,
10858-1,C$12.99,C$23.10,71.3%,22.7%,,
10859-1,C$4.99,C$16.59,146.3%,21.1%,,
10860-1,C$4.99,C$8.07,19.8%,11.5%,,
1086-1,C$20.24,C$29.69,46.7%,1.9%,,
10861-1,C$24.99,C$27.01,0.1%,2.7%,,
10862-1,C$18.99,C$22.98,13.5%,7.8%,,
10863-1,C$34.99,~C$40.49,,,,
10864-1,C$64.99,C$122.51,81.5%,24.8%,,
10865-1,C$39.99,C$87.76,116.8%,29.2%,,
10867-1,C$24.99,C$33.06,22.5%,23.7%,,
10868-1,C$39.99,C$49.65,22.6%,23.6%,,
10869-1,C$79.99,C$307.61,279.8%,34.3%,,
10870-1,C$12.99,~C$13.49,,,,
10871-1,C$29.99,,,,retail,
10872-1,C$29.99,,,,retail,
10873-1,C$24.99,,,,retail,
10874-1,C$79.99,,,,retail,
10875-1,C$149.99,,,,retail,
10876-1,C$39.99,C$72.39,78.8%,25.2%,,
10877-1,C$24.99,C$40.46,49.9%,25.7%,,
10878-1,C$39.99,C$141.75,250.1%,33.4%,,
10879-1,C$24.99,C$52.41,94.2%,29.1%,,
10880-1,C$39.99,C$63.98,58.0%,25.4%,,
1088-1,C$3.36,C$12.19,262.7%,8.9%,,
10881-1,C$39.99,C$40.96,1.2%,1.2%,,
10882-1,C$24.99,,,,retail,
10883-1,C$13.99,,,,retail,
10884-1,C$19.99,,,,retail,
10885-1,C$24.99,C$37.67,39.6%,23.9%,,
10886-1,C$24.99,,,,retail,
10887-1,C$49.99,,,,retail,
10889-1,C$59.99,,,,retail,
1089-1,,,,,,
10893-1,C$24.99,C$41.84,55.0%,25.6%,,
10894-1,C$24.99,,,,retail,
10895-1,C$34.99,C$41.30,2.0%,2.6%,,
10897-1,C$13.99,,,,retail,
10898-1,C$13.99,C$16.29,20.8%,7.8%,,
10899-1,C$59.99,,,,retail,
10900-1,C$13.99,,,,retail,
1090-1,C$188.99,C$274.82,45.4%,1.1%,,
10901-1,C$24.99,,,,retail,
10902-1,C$34.99,,,,retail,
10903-1,C$69.99,,,,retail,
10904-1,C$13.99,,,,retail,
10906-1,C$69.99,,,,retail,
10907-1,C$139.99,,,,retail,
10908-1,C$13.99,,,,retail,
10909-1,C$24.99,,,,retail,
10910-1,C$26.99,,,,retail,
10913-1,C$39.99,,,,retail,
10914-1,C$69.99,,,,retail,
10915-1,C$34.99,,,,retail,
10917-1,C$9.99,,,,retail,
10918-1,C$9.99,,,,retail,
10919-1,C$39.99,,,,retail,
10920-1,C$29.99,,,,retail,
1092-1,C$257.85,C$241.30,,,,
10921-1,C$39.99,,,,retail,
10922-1,C$39.99,,,,retail,
10924-1,C$39.99,,,,retail,
10925-1,C$19.99,,,,retail,
10926-1,C$19.99,,,,retail,
10927-1,C$13.99,,,,retail,
10928-1,C$49.99,,,,retail,
10929-1,C$79.99,,,,retail,
10930-1,C$13.99,,,,retail,
10931-1,C$24.99,,,,retail,
10932-1,C$80.99,,,,retail,
10933-1,C$179.99,,,,retail,
10934-1,C$79.99,,,,retail,
10937-1,C$209.99,C$292.23,35.3%,5.8%,,
1094-1,C$5.39,C$323.16,5899.5%,13.6%,,
10941-1,C$39.99,,,,retail,
10943-1,C$139.99,,,,retail,
1095-1,C$4.04,C$28.55,607.4%,9.8%,,
10953-1,C$13.99,,,,retail,
10955-1,C$24.99,,,,retail,
10957-1,C$13.99,,,,retail,
10958-1,C$79.99,,,,retail,
1096-1,C$3.36,C$9.63,186.3%,2.9%,,
1097-1,C$2.69,C$26.99,904.5%,6.6%,,
1098-1,C$3.36,C$17.12,409.2%,8.1%,,
1099-1,C$2.69,C$44.64,1561.8%,13.3%,,
1-1,C$10.13,C$828.62,8083.9%,14.3%,,
1-10,,,,,,
1100-1,C$22.94,C$56.34,145.6%,6.9%,,
11001-1,C$13.99,,,,retail,
11002-1,C$24.99,,,,retail,
11003-1,C$39.99,,,,retail,
11004-1,C$39.99,,,,retail,
11005-1,C$49.99,~C$53.99,,,,
11006-1,C$6.99,,,,retail,
11007-1,C$6.99,,,,retail,
11008-1,C$24.99,,,,retail,
11009-1,C$39.99,,,,retail,
110-1,,C$150.43,,,,
11010-1,C$9.99,,,,retail,
1101-1,C$7.63,C$16.19,112.2%,6.2%,,
11011-1,C$79.99,,,,retail,
11013-1,C$39.99,,,,retail,
11016-1,C$69.99,,,,retail,
1102-1,C$1.28,C$3.00,133.7%,2.5%,,
1103-1,C$17.54,C$24.73,41.0%,,,
1104-1,,C$24.80,,,,
1105-1,,C$2.51,,,,
1106-1,C$20.24,C$169.48,737.5%,7.5%,,
1106-2,C$33.74,C$169.48,402.4%,8.9%,,
1107-1,C$8.09,,,,,
1108-1,C$8.09,C$12.02,48.6%,,,
1109-1,C$139.99,,,,retail,
1-11,C$6.74,C$15.13,124.6%,4.4%,,
1110-1,C$2.69,C$10.88,305.0%,6.4%,,
111-1,,,,,,
1111-1,C$4.04,C$29.92,641.1%,5.1%,,
111-2,,C$261.16,,,,
1112-1,C$19.99,,,,retail,
1113-1,,C$14.84,,,,
1114-1,,C$28.24,,,,
1115-1,C$1.28,C$7.82,509.5%,10.2%,,
1116-1,C$17.99,C$30.89,52.6%,8.6%,,
1118-1,C$69.99,,,,retail,
111901-1,,C$9.79,,13.4%,,
111902-1,,C$8.13,,20.3%,,
111903-1,,C$7.07,,4.8%,,
111904-1,,C$8.22,,21.8%,,
1119-1,C$4.04,C$32.97,716.7%,2.7%,,
1-12,C$13.49,C$133.52,890.0%,14.4%,,
11-2,,C$188.91,,,,
112005-1,,C$9.75,,3.2%,,
112006-1,,C$9.11,,3.2%,,
112007-1,,C$8.68,,10.2%,,
112008-1,,C$11.96,,7.2%,,
1120-1,,C$56.42,,,,
112-1,,C$147.31,,,,
1121-1,C$17.54,C$27.47,56.7%,1.1%,,
112-2,,C$652.63,,,,
1122-1,,C$7.98,,,,
112-3,,,,,,
1123-1,C$5.06,C$24.29,379.7%,4.0%,,
1124-1,C$4.04,C$8.72,116.1%,1.8%,,
1125-1,C$4.04,C$32.33,701.0%,5.3%,,
1126-1,,C$3.17,,,,
1127-1,,C$13.18,,8.1%,,
1128-1,C$2.69,C$17.64,556.8%,16.5%,,
1129-1,C$2.69,C$8.21,205.5%,5.5%,,
1129-2,,C$13.38,,,,
1130-1,C$18.89,,,,,
113-1,,,,,,
1131-1,C$49.99,C$168.10,211.4%,28.5%,,
113-2,,"C$3,903.31",,,,
1132-1,C$64.99,C$232.92,245.1%,29.0%,,
1133-1,C$74.99,C$245.74,203.4%,27.2%,,
1134-1,C$89.99,C$188.99,100.0%,23.0%,,
1135-1,C$74.99,C$148.50,83.4%,25.0%,,
1136-1,C$139.99,C$246.09,51.9%,16.3%,,
1137-1,C$299.99,"C$1,227.57",263.7%,32.4%,,
1138-1,C$15.99,C$67.49,233.5%,33.4%,,
1139-1,C$15.99,C$60.75,200.2%,33.4%,,
1140-1,C$24.99,C$27.00,0.1%,,,
114-1,C$33.74,C$265.29,686.4%,4.9%,,
1141-1,C$24.99,~C$26.99,,,,
114-2,,C$582.35,,,,
1142-1,C$34.99,C$80.93,99.9%,30.2%,,
1143-1,C$49.99,~C$53.99,,,,
1144-1,C$59.99,C$241.92,258.5%,33.4%,,
1145-1,C$24.99,~C$26.99,,,,
1146-1,C$49.99,C$161.95,200.0%,33.4%,,
1147-1,C$99.99,C$189.03,55.6%,23.4%,,
1148-1,C$19.99,C$29.97,48.1%,21.2%,,
1149-1,C$4.04,C$10.13,150.8%,5.2%,,
1150-1,C$19.99,C$28.66,41.6%,17.5%,,
115-1,,C$303.75,,,,
1151-1,C$24.99,,,,retail,
115-2,C$29.70,C$995.40,3251.5%,6.6%,,
1152-1,C$49.99,,,,retail,
1154-1,C$39.99,,,,retail,
1160-1,C$79.99,,,,retail,
116-1,C$21.60,"C$1,304.11",5937.6%,6.5%,,
1161-1,C$4.04,C$20.75,414.0%,5.3%,,
116-2,C$26.99,"C$1,367.10",4965.9%,7.7%,,
1162-1,C$13.99,,,,retail,
1163-1,C$49.99,,,,retail,
1164-1,C$13.99,,,,retail,
1168-1,C$49.99,,,,retail,
1169-1,C$19.99,,,,retail,
1170-1,C$69.99,,,,retail,
117-1,C$6.74,C$824.93,12145.7%,12.9%,,
1171-1,C$89.99,,,,retail,
11717-1,C$89.99,,,,retail,
1172-1,,C$6.74,,3.2%,,
1174-1,C$39.99,C$182.48,350.7%,26.5%,,
1175-1,C$17.54,,,,retail,
1176-1,C$2.01,C$5.85,190.6%,2.6%,,
1177-1,,C$62.49,,2.3%,,
1178-1,C$64.99,C$383.98,469.0%,28.9%,,
1179-1,C$89.99,C$427.83,352.8%,34.4%,,
1180-1,C$2.69,C$20.07,647.2%,5.7%,,
118-1,C$26.93,"C$3,225.20",11875.1%,9.6%,,
1181-1,C$2.69,C$19.36,620.6%,10.3%,,
118-2,C$20.93,"C$1,571.49",7410.1%,8.5%,,
1182-1,C$2.69,C$14.86,453.3%,8.5%,,
118-3,C$26.99,"C$1,775.51",6479.2%,8.4%,,
1183-1,C$3.36,C$50.02,1388.0%,11.3%,,
1184-1,C$2.69,C$37.22,1285.4%,10.8%,,
1185-1,C$2.69,C$30.04,1018.1%,8.4%,,
1186-1,C$2.69,C$37.87,1309.5%,8.2%,,
1187-1,C$2.69,C$101.18,3666.3%,15.9%,,
1188-1,C$6.06,C$39.81,556.8%,9.4%,,
1189-1,C$6.06,C$40.43,567.0%,9.5%,,
1190-1,C$6.06,C$30.12,396.9%,7.9%,,
11903-1,C$26.99,C$32.62,20.9%,2.0%,,
119-1,C$26.99,"C$2,577.18",9449.9%,9.0%,,
11910-1,C$17.54,C$29.00,65.4%,10.6%,,
1191-1,C$6.06,C$30.93,410.2%,8.1%,,
11926-1,,C$15.04,,17.9%,,
1193-1,C$26.99,C$171.96,537.2%,9.2%,,
11938-1,,C$6.05,,6.2%,,
11939-1,,C$7.18,,8.2%,,
11940-1,,C$9.81,,6.2%,,
1194-1,C$26.99,C$130.07,382.0%,15.7%,,
11941-1,,C$8.86,,2.2%,,
11942-1,,C$10.57,,2.2%,,
11943-1,,C$13.00,,6.2%,,
11944-1,,C$5.75,,11.2%,,
11945-1,,C$4.16,,7.2%,,
11946-1,,C$6.28,,8.2%,,
11948-1,,C$6.16,,2.2%,,
1195-1,,C$13.51,,2.6%,,
1196-1,C$2.69,C$33.98,1164.8%,13.5%,,
1197-1,C$4.04,C$68.81,1604.7%,9.9%,,
1198-1,C$13.49,C$79.89,492.4%,9.3%,,
1199-1,C$17.54,C$144.10,721.7%,11.1%,,
1200-1,C$5.74,,,,,
1200-2,C$5.40,"C$4,565.86",84453.0%,11.1%,,
1200M-1,C$5.06,"C$3,134.48",61815.7%,10.8%,,
120-1,,"C$1,248.32",,,,
120-2,C$3.98,"C$1,067.27",26699.0%,,,
1202-1,,,,,,
1203-1,C$29.99,C$40.84,0.9%,2.6%,,
1204-1,C$29.99,C$45.02,11.2%,2.6%,,
1205-1,,C$2.07,,,,
1206-1,,C$7.36,,9.2%,,
1207-1,C$24.99,C$47.24,40.0%,7.3%,,
1208-1,C$25.64,,,,retail,
1209-1,C$14.99,C$16.39,1.3%,,,
12-1,C$13.49,C$133.52,890.0%,14.4%,,
1210-1,C$14.99,C$27.00,66.8%,10.8%,,
1210-2,C$4.05,,,,,
121-1,C$10.11,C$106.42,952.5%,5.9%,,
1211-1,C$3.04,C$9.36,208.0%,3.0%,,
1211-2,C$2.70,"C$1,337.89",49451.5%,10.0%,,
1212-1,C$14.99,C$20.98,29.6%,5.7%,,
1212-2,C$2.70,,,,,
1213-1,C$14.99,C$13.58,,,,
1213-2,C$2.70,,,,,
1214-1,C$14.99,~C$16.19,,,,
1214-2,,,,,,
1215-1,C$14.99,C$25.64,58.4%,7.2%,,
1215-2,,,,,,
1216-1,C$14.99,C$16.34,0.9%,,,
1216-2,,,,,,
1217-1,C$14.99,C$20.51,26.7%,4.6%,,
1217-2,,,,,,
121801-1,C$6.74,C$9.76,44.9%,16.1%,,
121802-1,C$6.74,C$10.38,54.1%,19.7%,,
1218-1,C$6.74,C$9.76,44.9%,16.1%,,
1218-2,,,,,,
121903-1,,C$8.42,,24.9%,,
121904-1,,C$7.16,,6.1%,,
1219-1,,C$8.42,,24.9%,,
1219-2,,,,,,
12-2,,,,,,
122005-1,,C$6.39,,8.2%,,
122006-1,,C$5.47,,4.2%,,
122007-1,,C$6.12,,9.2%,,
122008-1,,C$7.20,,2.2%,,
122009-1,,C$6.60,,2.2%,,
1220-1,,C$6.39,,8.2%,,
122010-1,,C$6.93,,5.2%,,
1220-2,C$2.70,,,,,
122-1,,"C$1,939.98",,,,
1221-1,C$5.39,C$11.04,105.0%,1.9%,,
122111-1,,C$7.32,,3.2%,,
1221-2,C$1.35,,,,,
1222-1,C$5.39,C$13.12,143.6%,3.3%,,
1222-2,C$1.35,,,,,
1223-1,C$5.39,C$9.02,67.4%,1.4%,,
1223-2,C$2.70,,,,,
1223-3,C$0.68,,,,,
1224-1,C$5.39,C$17.35,222.1%,3.7%,,
1224-2,C$2.70,,,,,
1224A-1,,,,,,
1225-1,C$2.70,,,,,
1225-2,C$2.70,,,,,
1226-1,,C$6.26,,,,
1226-2,,,,,,
1227-1,C$14.99,C$17.00,5.0%,2.6%,,
1227-2,,,,,,
1228-1,C$29.99,C$43.40,7.2%,1.9%,,
1228-2,,,,,,
1229-1,C$24.99,C$37.99,12.6%,2.1%,,
1230-1,C$34.99,C$38.34,13.6%,3.1%,,
1230-2,C$1.35,,,,,
123-1,,C$564.35,,,,
1231-1,C$39.99,~C$40.49,,,,
1231-2,,,,,,
1231-3,,,,,,
1232-1,C$109.99,C$108.34,0.3%,1.2%,,
1233-1,C$17.99,~C$20.24,,,,
1233-2,C$0.68,,,,,
1234-1,C$17.99,C$27.55,36.2%,6.2%,,
1235-1,C$24.99,C$55.80,106.8%,18.4%,,
1235-2,C$4.05,,,,,
1236-1,C$24.99,C$39.37,45.9%,7.8%,,
1236-2,C$10.33,,,,,
1237-1,,C$76.26,,5.5%,,
1239-1,C$2.69,C$6.14,128.6%,4.1%,,
1240-1,C$14.99,C$18.32,13.2%,3.0%,,
1240-2,,,,,,
124-1,,C$197.83,,,,
1241-1,C$14.99,C$49.95,208.6%,19.3%,,
1241-2,C$2.70,,,,,
1242-1,C$49.99,C$53.65,,,,
1242-2,C$0.68,,,,,
1242D-1,C$0.68,,,,,
1244-1,C$29.99,C$67.47,66.7%,12.0%,,
1245-1,C$29.99,C$56.96,40.7%,7.5%,,
1245-2,,,,,,
1246-1,C$2.30,C$9.91,331.8%,10.7%,,
1247-1,C$2.30,C$13.28,478.8%,8.7%,,
1247-2,C$2.70,,,,,
1248-1,C$2.30,C$19.79,762.4%,7.4%,,
1248-2,C$2.70,,,,,
1249-1,C$2.30,C$22.92,898.8%,15.9%,,
1250-1,C$2.30,C$13.50,488.2%,4.8%,,
125-1,,C$127.95,,,,
1251-1,C$2.30,C$19.16,734.7%,10.0%,,
125-2,,C$283.50,,,,
1252-1,C$9.44,C$53.26,464.4%,8.6%,,
1253-1,C$8.44,C$29.92,254.6%,5.1%,,
1254-1,C$17.54,C$65.88,275.7%,6.5%,,
1255-1,C$17.54,C$90.98,418.8%,4.7%,,
1256-1,C$26.99,C$97.20,260.2%,4.5%,,
1257-1,,C$13.80,,8.5%,,
1258-1,,C$20.02,,6.0%,,
1259-1,,C$11.73,,6.6%,,
1260-1,,C$22.06,,22.7%,,
1260-2,,,,,,
126-1,C$7.41,C$755.15,10088.9%,9.5%,,
1261-1,C$6.74,C$48.22,615.8%,10.3%,,
1263-1,C$4.04,C$14.80,266.6%,3.2%,,
1264-1,,C$13.49,,10.2%,,
1265-1,C$4.04,C$33.62,732.8%,6.1%,,
1266-1,C$2.69,C$23.18,762.8%,11.0%,,
1267-1,C$29.99,C$36.22,,,,
1268-1,C$2.69,C$21.49,700.0%,10.4%,,
1269-1,C$4.04,C$94.76,2247.5%,8.2%,,
1270-2,,C$10.31,,13.9%,,
127-1,C$12.14,"C$1,193.20",9731.5%,9.2%,,
1271-1,C$2.69,C$47.12,1653.8%,9.1%,,
1271-2,C$1.69,,,,,
1272-1,C$5.33,C$33.79,533.7%,9.7%,,
1273-1,C$2.69,C$9.44,251.3%,8.8%,,
1274-1,,C$38.73,,2.0%,,
1275-1,,C$38.02,,3.5%,,
1276-1,,C$40.49,,6.9%,,
1277-1,,C$36.57,,7.4%,,
1278-1,,C$107.99,,12.4%,,
1279-1,,C$59.17,,7.3%,,
1280-1,,C$67.49,,12.2%,,
128-1,C$10.11,C$179.55,1675.7%,7.3%,,
1281-1,,C$49.29,,12.5%,,
128-2,C$6.74,C$599.06,8792.8%,13.3%,,
1282-1,C$2.69,C$27.14,910.1%,12.3%,,
128-3,C$6.74,C$150.50,2134.1%,6.4%,,
1283-1,C$2.69,C$33.63,1151.8%,7.3%,,
1284-1,C$2.69,C$19.68,632.7%,10.5%,,
1285-1,C$2.69,C$32.95,1126.6%,13.4%,,
1286-1,C$2.69,C$34.25,1174.9%,13.6%,,
1287-1,,C$26.26,,13.0%,,
1288-1,,C$32.70,,6.9%,,
1289-1,,C$29.89,,8.8%,,
1290-1,,C$15.57,,1.8%,,
1291-1,,C$23.26,,15.3%,,
1292-1,,C$30.82,,14.8%,,
1293-1,,C$30.23,,2.4%,,
1294-1,,C$61.63,,16.2%,,
1295-1,,C$36.06,,5.2%,,
1296-1,,C$44.60,,6.2%,,
1297-1,,C$30.38,,4.6%,,
1298-1,C$26.99,C$53.93,99.8%,9.9%,,
1300-1,,,,,,
130-1,,C$270.69,,,,
1305-1,C$12.99,C$18.40,36.4%,7.9%,,
1306-1,C$7.43,"C$4,053.71",54495.5%,13.6%,,
1307-1,C$5.74,"C$3,281.40",57092.2%,10.6%,,
1308-1,C$6.08,"C$6,264.04",103011.8%,11.6%,,
1309-1,C$6.08,"C$2,768.19",45466.9%,12.9%,,
13-1,C$94.49,C$541.74,473.4%,8.6%,,
1310-1,C$5.06,"C$2,832.93",55859.2%,10.4%,,
131-1,,C$363.43,,,,
1314-1,C$44.99,C$67.49,42.9%,25.7%,,
1315-1,C$89.99,,,,retail,
1316-1,C$79.99,,,,retail,
1317-1,C$119.99,C$136.38,12.3%,16.7%,,
1318-1,C$269.99,,,,retail,
1319-1,C$89.99,,,,retail,
13-2,,,,,,
1320-1,C$79.99,,,,retail,
132-1,C$12.81,C$376.19,2836.4%,8.6%,,
1321-1,C$99.99,,,,retail,
132-2,,C$317.67,,,,
1322-1,C$259.99,,,,retail,
1323-1,C$449.99,,,,retail,
1324-1,C$149.99,,,,retail,
1325-1,C$49.99,C$116.56,115.9%,28.4%,,
1326-1,C$39.99,C$50.23,24.1%,5.9%,,
1327-1,C$12.99,C$29.24,116.8%,27.3%,,
1328-1,,C$54.00,,,,
1329-1,,C$35.07,,,,
1330-1,C$18.99,C$26.55,31.2%,12.3%,,
133-1,,C$699.27,,,,
1331-1,C$10.79,C$26.10,141.9%,16.4%,,
1332-1,C$24.99,C$33.75,25.1%,12.4%,,
1333-1,C$24.99,C$45.72,69.4%,31.0%,,
1334-1,C$29.99,C$40.61,20.4%,4.6%,,
1335-1,C$39.99,,,,retail,
1336-1,C$39.99,C$57.85,29.9%,14.4%,,
1337-1,C$39.99,,,,retail,
1338-1,C$49.99,C$67.99,11.9%,5.5%,,
1339-1,C$69.99,C$145.68,96.2%,30.2%,,
1340-1,C$89.99,C$202.49,114.3%,28.7%,,
134-1,C$3.36,C$559.48,16543.8%,12.0%,,
1341-1,C$12.99,C$22.94,70.1%,25.3%,,
134-2,C$12.81,C$397.41,3002.0%,8.7%,,
1342-1,C$18.99,C$53.99,166.8%,33.4%,,
1343-1,C$9.44,C$84.89,799.6%,6.7%,,
1344-1,C$39.99,C$45.85,13.2%,13.9%,,
1345-1,C$79.99,C$182.14,124.9%,33.4%,,
1346-1,C$8.09,C$33.25,311.2%,4.4%,,
1347-1,C$129.99,C$227.57,68.6%,23.8%,,
1348-1,C$24.99,C$27.00,0.1%,1.5%,,
1349-1,C$242.99,C$736.63,203.2%,7.7%,,
135-1,,,,,,
1351-1,C$80.99,C$181.45,124.1%,5.7%,,
1352-1,C$47.24,C$78.06,65.2%,5.5%,,
1353-1,C$26.99,C$42.78,58.5%,2.5%,,
1354-1,C$13.49,C$26.99,100.1%,7.0%,,
1355-1,C$9.44,C$50.23,432.3%,8.9%,,
1356-1,C$5.39,C$21.94,307.3%,3.6%,,
1357-1,C$2.69,C$21.61,704.5%,7.8%,,
1360-1,C$4.04,C$44.54,1003.3%,6.5%,,
136-1,C$2.55,C$229.19,8882.5%,10.5%,,
1361-1,C$4.04,C$18.40,355.9%,11.1%,,
1362-1,C$4.04,C$10.76,166.6%,5.3%,,
1363-1,C$4.04,C$23.46,481.3%,12.2%,,
1370-1,C$26.99,C$108.00,300.2%,9.1%,,
137-1,C$12.81,C$792.29,6084.2%,10.6%,,
1371-1,C$47.24,C$404.50,756.3%,10.3%,,
137-2,,C$319.15,,,,
1374-1,C$9.44,C$78.15,728.2%,7.3%,,
1375-1,C$32.39,C$281.14,768.1%,12.8%,,
1376-1,C$40.49,C$173.92,329.6%,5.2%,,
1380-1,C$13.49,C$71.97,433.6%,7.1%,,
138-1,C$26.93,"C$2,641.02",9706.1%,16.0%,,
1381-1,C$26.99,C$195.75,625.4%,7.8%,,
1382-1,C$67.49,C$288.24,327.1%,4.0%,,
1383-1,C$5.39,C$53.99,902.3%,8.2%,,
1384-1,,C$4.79,,7.3%,,
1385-1,C$2.55,C$3.62,41.8%,4.9%,,
1386-1,C$4.04,C$13.82,242.5%,6.1%,,
1388-1,C$2.69,C$32.47,1108.5%,8.7%,,
1389-1,C$2.69,C$33.74,1155.8%,8.1%,,
1390-1,C$2.69,C$33.66,1152.8%,10.9%,,
139-1,,"C$2,269.09",,,,
1391-1,C$2.69,C$55.15,1952.8%,9.2%,,
1392-1,C$2.69,C$46.33,1624.6%,9.8%,,
1393-1,C$2.69,C$27.43,921.1%,8.8%,,
139A-1,,C$530.93,,,,
1400-1,C$13.99,C$16.09,19.3%,26.2%,,
140-1,C$12.81,C$424.93,3216.8%,8.9%,,
140-2,,C$874.27,,,,
1403-1,C$4.04,C$67.49,1571.9%,8.8%,,
1404-1,C$4.04,C$8.83,118.7%,4.2%,,
1405-1,C$4.04,C$8.03,99.0%,3.7%,,
1405356235-1,C$25.64,C$32.36,26.2%,2.6%,,
1406-1,C$4.71,C$11.88,152.1%,5.0%,,
1407-1,C$4.71,C$17.60,273.6%,13.8%,,
1408-1,C$4.71,C$17.02,261.3%,4.3%,,
